1|2130|2025-06-01 00:00:00.000|1813.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.717|#
2|7270|2025-06-01 00:00:00.000|-1813.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.737|#
3|2130|2025-06-01 00:00:00.000|1406.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.757|#
4|7270|2025-06-01 00:00:00.000|-1406.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.760|#
5|2130|2025-06-01 00:00:00.000|598.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.770|#
6|7270|2025-06-01 00:00:00.000|-598.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.773|#
7|2130|2025-06-01 00:00:00.000|730.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.777|#
8|7270|2025-06-01 00:00:00.000|-730.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.780|#
9|2130|2025-06-01 00:00:00.000|155.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.783|#
10|7270|2025-06-01 00:00:00.000|-155.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.787|#
11|2130|2025-06-01 00:00:00.000|152.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.790|#
12|7270|2025-06-01 00:00:00.000|-152.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.790|#
13|2130|2025-06-01 00:00:00.000|311.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.793|#
14|7270|2025-06-01 00:00:00.000|-311.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.797|#
15|2130|2025-06-01 00:00:00.000|299.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.800|#
16|7270|2025-06-01 00:00:00.000|-299.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.800|#
17|2130|2025-06-01 00:00:00.000|800.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.803|#
18|7270|2025-06-01 00:00:00.000|-800.50000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.807|#
19|2130|2025-06-01 00:00:00.000|1611.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.810|#
20|7270|2025-06-01 00:00:00.000|-1611.00000000000000000000|Direct Cost  on 06/01/25|2026-04-09 17:01:42.810|#
