9847D353-AC69-4BE0-A0EF-0010D7A466C1|635FDDBE-68DB-42A9-8434-B52DDDD64CB4|E-Document Connector - B2Brouter|Microsoft|28
2C4C39A5-DE75-40B0-850B-057AEFA88617|460943C1-3A23-4DB1-97C3-1643CF2712BE|Troubleshoot FA Ledger Entries|Microsoft|28
4DAC4097-5445-4456-9623-0A8EFFBDB435|946B54DE-FE10-4395-AE55-55E4ACEFDB64|AI Test Toolkit|Microsoft|28
9D93B4C6-DB11-4945-B05C-0F083BC0D1FB|F6D6DE97-CABB-454F-A0FD-492C1F2B0BEF|Email - SMTP API|Microsoft|28
EE8A4315-9885-48DB-9176-11E2584BDE05|DD6B7621-8F1D-486E-AD97-8438D55C738D|Payment Practices|Microsoft|28
BB7355CC-F53E-4B52-A462-17A786776F3F|43DCB030-A4B1-46C5-B413-171E7A56D118|Italian language (Italy)|Microsoft|28
D9B48405-9538-4E71-A9AA-19E366834D6D|76AAA5E8-4466-48D9-9C97-B82B17D7365C|Enforced Digital Vouchers|Microsoft|28
E08080CE-FCFF-4894-8274-1BA1DB8E7275|2B7A2E6D-70AA-41E7-9F0D-387117AEB34F|Email - Current User Connector|Microsoft|28
7DCCD3D9-5484-49D6-8FED-1BA8DC545005|D39D9A87-C200-417F-A412-F7FFCF3AA907|French language (Switzerland)|Microsoft|28
93357859-7AFD-4932-BD24-1CC5A7321428|CBB2DCE4-0D17-4080-BBF4-6C1C5328EE70|E-Document Connector - Continia|Microsoft|28
E817A062-88C3-4D34-8A77-1E7CEE2C5A41|1FC3CE31-5B0C-4D66-8C7E-1FB9F3FF842F|Late Payment Prediction|Microsoft|28
BEF2122F-2849-4E22-86F6-2271E5DBC072|E4997BAE-A5B7-4A8A-996E-27692CB4522B|Subscription Billing|Microsoft|28
89D0D98A-346E-43A5-A570-237A078648BA|E312F69E-3BFB-48F8-A72D-F1AC0BFC2A35|English language (Australia)|Microsoft|28
8ED5DE8D-EF31-4FCC-AFE0-239F87C4D87A|DE560116-E1F6-4B75-9C64-3BFC0D860567|Danish language (Denmark)|Microsoft|28
676A5EF0-C03F-4E46-A22A-2853D2BD5FAE|41A84CCD-CA5E-435A-8200-2EC86C1B29DA|Universal Print Integration|Microsoft|28
924BDAB5-3563-4474-B3F5-285EE4E0ED68|DA518D30-9565-4715-82C5-07014C5B8AE9|Norwegian language (Norway)|Microsoft|28
EED17B4D-0AFC-4EFB-9D21-30885B4E842A|6DD17BD0-BE58-479C-BAE9-33E63E4213E6|French language (France)|Microsoft|28
B4A939A7-FE2D-4528-9F6A-30F83EBE9395|029894A4-3B97-4B38-A42F-D1AE2A0C079D|External File Storage - Azure File Service Connector|Microsoft|28
C0616B89-92AE-488F-A279-35460B961FB6|F7EF21DF-ABC8-460A-8278-2D3E123EE76B|Business Foundation Test Libraries|Microsoft|28
8C8B7B0A-FCA7-4AE4-959E-39CE4BA2B4A3|14704267-8A21-4F33-A725-4D9A53C8CDCE|Russian language (Russia)|Microsoft|28
DB248442-C766-4A4B-A4CF-3AE821A02000|497E3A5D-34AC-4E36-9377-4C1AB30C4404|Service Management|Microsoft|28
6F205BB8-84BB-418F-8D89-3B64FB389AD7|CB5FA1C5-3C31-4E60-8DB5-6395F3649219|E-Document Connector - Avalara|Microsoft|28
F08CD204-DD9E-4287-AE54-3CF631F4E8DF|BED2DCE4-564A-41C7-BC21-933C856944EB|Dutch language (Belgium)|Microsoft|28
675ED56B-3191-4378-A798-3E36A182E5C6|ED8BB402-C54C-45D2-B679-22626001233E|Company Hub|Microsoft|28
B254752A-812D-4D5B-AF16-4435D82CA7C9|85BDFFAE-46FE-4D06-8D6D-98A0B4F1692D|Quality Management|Microsoft|28
43C0A006-18A1-49DD-83A9-46E6445BF895|14ACD598-C4EC-4F83-AEFA-09CEDFDE7899|AI Development Toolkit - Evaluation|Microsoft|28
F7632D73-95C3-4667-9162-4759FBDE2B17|2ACD19F6-704D-40DE-9702-0DCDE6530410|Italian language (Switzerland)|Microsoft|28
ED9BA05C-1E31-4284-9D17-48FCB38EA3AD|99FE11FA-90CE-42C3-A15A-5D6D9945CB36|_Exclude_Connectivity Apps|Microsoft|28
9EA35629-2E12-47EA-AE14-4BE6731ADE8D|6AFDADA9-1C95-44BD-AB44-5CF3A8002FCB|Sustainability|Microsoft|28
