2C4C39A5-DE75-40B0-850B-057AEFA88617|460943C1-3A23-4DB1-97C3-1643CF2712BE|348D38D5-DA53-F111-8E26-7CED8D9E4094
4DAC4097-5445-4456-9623-0A8EFFBDB435|946B54DE-FE10-4395-AE55-55E4ACEFDB64|8E002CCF-DA53-F111-8E26-7CED8D9E4094
9D93B4C6-DB11-4945-B05C-0F083BC0D1FB|F6D6DE97-CABB-454F-A0FD-492C1F2B0BEF|82DB68E1-DA53-F111-8E26-7CED8D9E4094
EE8A4315-9885-48DB-9176-11E2584BDE05|DD6B7621-8F1D-486E-AD97-8438D55C738D|A3597500-DB53-F111-8E26-7CED8D9E4094
D9B48405-9538-4E71-A9AA-19E366834D6D|76AAA5E8-4466-48D9-9C97-B82B17D7365C|0B5A7500-DB53-F111-8E26-7CED8D9E4094
E08080CE-FCFF-4894-8274-1BA1DB8E7275|2B7A2E6D-70AA-41E7-9F0D-387117AEB34F|6EDB68E1-DA53-F111-8E26-7CED8D9E4094
E817A062-88C3-4D34-8A77-1E7CEE2C5A41|1FC3CE31-5B0C-4D66-8C7E-1FB9F3FF842F|23022CCF-DA53-F111-8E26-7CED8D9E4094
BEF2122F-2849-4E22-86F6-2271E5DBC072|E4997BAE-A5B7-4A8A-996E-27692CB4522B|113BE914-DB53-F111-8E26-7CED8D9E4094
676A5EF0-C03F-4E46-A22A-2853D2BD5FAE|41A84CCD-CA5E-435A-8200-2EC86C1B29DA|FF8DAAE7-DA53-F111-8E26-7CED8D9E4094
B4A939A7-FE2D-4528-9F6A-30F83EBE9395|029894A4-3B97-4B38-A42F-D1AE2A0C079D|C5DB68E1-DA53-F111-8E26-7CED8D9E4094
C0616B89-92AE-488F-A279-35460B961FB6|F7EF21DF-ABC8-460A-8278-2D3E123EE76B|F0B1E9C8-DA53-F111-8E26-7CED8D9E4094
DB248442-C766-4A4B-A4CF-3AE821A02000|497E3A5D-34AC-4E36-9377-4C1AB30C4404|93587500-DB53-F111-8E26-7CED8D9E4094
675ED56B-3191-4378-A798-3E36A182E5C6|ED8BB402-C54C-45D2-B679-22626001233E|678A38D5-DA53-F111-8E26-7CED8D9E4094
B254752A-812D-4D5B-AF16-4435D82CA7C9|85BDFFAE-46FE-4D06-8D6D-98A0B4F1692D|5D225DDB-DA53-F111-8E26-7CED8D9E4094
43C0A006-18A1-49DD-83A9-46E6445BF895|14ACD598-C4EC-4F83-AEFA-09CEDFDE7899|FC3BE914-DB53-F111-8E26-7CED8D9E4094
ED9BA05C-1E31-4284-9D17-48FCB38EA3AD|99FE11FA-90CE-42C3-A15A-5D6D9945CB36|B6225DDB-DA53-F111-8E26-7CED8D9E4094
9EA35629-2E12-47EA-AE14-4BE6731ADE8D|6AFDADA9-1C95-44BD-AB44-5CF3A8002FCB|5EF8E00E-DB53-F111-8E26-7CED8D9E4094
6FB6BAD1-A138-4538-8277-4C54935E2FE4|67410C60-C6A2-493C-98CF-B77ADD6B0A92|36597500-DB53-F111-8E26-7CED8D9E4094
ECA4A5C1-3820-4FC3-A2F8-50AB5F929313|0F614F0C-B817-42DC-AF54-231FD90C5F46|EF7C14FA-DA53-F111-8E26-7CED8D9E4094
5685F836-7A56-4CAC-990D-542E80E105BE|E6186FC2-B3B9-46A9-9C5A-880F251495A9|607E14FA-DA53-F111-8E26-7CED8D9E4094
0898AF97-477D-4DD3-8130-5487FA0C3C39|F593DB66-0EF6-4846-89D4-BAD99078D779|80F8E00E-DB53-F111-8E26-7CED8D9E4094
385F140B-004C-40CD-A277-5703DB312D04|D680BD82-09DC-4CA1-AAF6-3A0A8CB7C455|0A8D38D5-DA53-F111-8E26-7CED8D9E4094
030DE57E-A17B-40E7-8007-59AA458F678E|8C364C0B-9EB7-4321-BB68-DB992D974A86|675A7500-DB53-F111-8E26-7CED8D9E4094
CD73211E-017F-4D7D-885A-5AFDE71E41F9|C00EB32E-34AE-4A5F-84F2-BE687D9E8893|8C587500-DB53-F111-8E26-7CED8D9E4094
F3FE411A-8D0D-4EF8-8F54-5C8AF6B162B6|B8EA6CAD-CA87-43CF-8D29-4EA1B9DCF4BF|C2225DDB-DA53-F111-8E26-7CED8D9E4094
56DC99BE-903F-4CF7-8E43-5CFB6749C5AA|32DBDD6E-A504-46C5-9F3C-358464645E40|D8012CCF-DA53-F111-8E26-7CED8D9E4094
A335577B-9C79-4887-9A43-5D95FE3E64DC|3EBE5076-995C-4A70-893A-A44F1AED58CA|79597500-DB53-F111-8E26-7CED8D9E4094
3A2721DD-5075-4939-A9A6-5DAA9F981A9A|3BC7E408-45A1-4DB3-BBE9-6AABB7DAA13D|F08C38D5-DA53-F111-8E26-7CED8D9E4094
F972D9EB-718F-4F77-AA0C-5F99DE391DC2|CCCBAC34-0B29-4D81-A3A3-AC8B1C6339E5|CB3BE914-DB53-F111-8E26-7CED8D9E4094
45767B50-1DD2-446B-B916-62F1363E709F|4163662F-A7EA-442B-8058-9C70B78D4C18|EB587500-DB53-F111-8E26-7CED8D9E4094
4BA267CF-46F9-41B8-BCA9-63F40CE7DB2A|9BCCC719-01A8-42E6-AC0A-F5DD23FB6769|92225DDB-DA53-F111-8E26-7CED8D9E4094
04820F91-4B08-4D05-8912-64F2EA72130B|6401B53C-000D-4695-8354-256E90783934|FD225DDB-DA53-F111-8E26-7CED8D9E4094
AADF4C4E-EC33-45B8-B3B0-678588E5556F|34657F34-CC2D-43F8-9CF5-9C28C173AA45|0E012CCF-DA53-F111-8E26-7CED8D9E4094
A39A7422-C2BF-4577-AD6B-6AEF16280FAD|A7E00F4E-FD3E-4134-A356-308FF4372BBB|92012CCF-DA53-F111-8E26-7CED8D9E4094
C280041F-0B5C-4F87-BCEB-6C55D8A74490|F964FD63-5B95-491A-B6A7-F483ADD6D060|D7587500-DB53-F111-8E26-7CED8D9E4094
245EFC3E-F056-4DC5-A562-6C86D3D2CEA7|5B8AC224-5D4F-410E-AD29-71A92C543BD3|3A039070-D853-F111-8E26-7CED8D9E4094
FC13A282-84FC-4B66-8FB2-6CCFA0E1B763|4046BAA2-B955-4B57-97FE-A63B089452D1|0B3CE914-DB53-F111-8E26-7CED8D9E4094
7C9B3EF4-0396-4B71-A28A-6D6E90E5B661|EF2A8930-0D04-442A-9B12-5DBE64AD338F|DF8DAAE7-DA53-F111-8E26-7CED8D9E4094
6DCAB25E-286B-4650-B685-6DFF841DA866|536FD1CA-91F8-4A89-83FF-AE321E89750F|1F235DDB-DA53-F111-8E26-7CED8D9E4094
A12EA060-8FF3-41CC-B96E-6EEB2499D4E7|C1847A0D-955D-4049-8872-882F860A3554|C7587500-DB53-F111-8E26-7CED8D9E4094
1D9CA427-3189-4779-8203-729EF0EE6CFB|E54D4008-46C8-4889-8D1A-4DD02EF00BED|FCDB68E1-DA53-F111-8E26-7CED8D9E4094
9A27895F-4F74-4152-B658-738A02C02C9F|EE4CBB01-0C61-436E-AB77-CDFE82594523|1C597500-DB53-F111-8E26-7CED8D9E4094
8D9C9D5E-5992-4B3E-97F6-74E0B6E05DBA|7CDCB940-0DAD-4603-9EC2-A99F34142A68|C7019070-D853-F111-8E26-7CED8D9E4094
5E44A3FA-4B89-43B6-AB49-7863F884E28F|F833198C-2805-46A2-932B-299053BF3F6B|A68EAAE7-DA53-F111-8E26-7CED8D9E4094
F1E908E2-28FD-4F0E-9E79-7CD3C39A61C4|2E8BA8C9-D4DB-4B97-8426-A7E695E7456F|3C215DDB-DA53-F111-8E26-7CED8D9E4094
45064ADD-8EAF-4D81-8245-832844C3CE06|9660FE06-88AF-4B2A-9097-8E2D3ED00698|AF002CCF-DA53-F111-8E26-7CED8D9E4094
DA064049-E9B4-474E-A64F-85011DEC1FE4|939FD88E-BF27-4BCC-AAB6-BF350AF436AA|C58DAAE7-DA53-F111-8E26-7CED8D9E4094
F57EC945-6650-4F26-A06E-86D4DC32A2C5|34CF4306-AAFA-4612-82A5-4F7C19CBD10A|D0019070-D853-F111-8E26-7CED8D9E4094
E839FF53-5567-4552-A786-86F3D3E10CEB|11A96C50-6347-495E-897A-192B639B40EC|DE597500-DB53-F111-8E26-7CED8D9E4094
CFCD3530-93ED-419E-AB6E-870E528991F1|AE6A869E-CE64-4C8F-90DF-892F0A70642D|C27E14FA-DA53-F111-8E26-7CED8D9E4094
92ACBC86-9F34-4E9F-B3BC-88BFF5079DF7|48168D2C-FDE9-4E4C-900B-447722F891BF|ED3BE914-DB53-F111-8E26-7CED8D9E4094
F9EB7B5D-0F0A-4B5F-ABCB-8955EE1BF283|B01B343D-E8C5-4713-BF37-D05BA0FFFC88|D98C38D5-DA53-F111-8E26-7CED8D9E4094
5D1CB3E0-41C7-40F5-ABCC-8A3BCD0C1426|8617EBCB-4584-4AD0-ADA9-786F082DBAC5|6E225DDB-DA53-F111-8E26-7CED8D9E4094
6FA22D4F-9E1A-4235-A605-8C5C743A8D4A|90A105C6-0C63-48A8-925A-A201AA3A8DFB|C38EAAE7-DA53-F111-8E26-7CED8D9E4094
F4C0F57F-CD62-4827-9933-90B23D9F1E36|8F9BD2A6-5B04-4353-BAF4-6ECB7409761D|FB012CCF-DA53-F111-8E26-7CED8D9E4094
1BAA1333-B2B7-4E82-A637-95FD705A3059|915C3252-CDD7-42C3-8D2F-B1931C3C9143|153CE914-DB53-F111-8E26-7CED8D9E4094
