A-BLK|Assembly Blanket Orders|1|1|0|FF04E0AC-3534-F111-9F24-6045BDC8B916
A-ORD|Assembly Orders|1|1|0|0105E0AC-3534-F111-9F24-6045BDC8B916
A-ORD+|Posted Assembly Orders|1|1|0|0305E0AC-3534-F111-9F24-6045BDC8B916
A-QUO|Assembly Quote|1|1|0|0505E0AC-3534-F111-9F24-6045BDC8B916
BANK|BANK|1|1|0|0705E0AC-3534-F111-9F24-6045BDC8B916
CAMP|Campaign|1|1|0|0905E0AC-3534-F111-9F24-6045BDC8B916
CASHFLOW|CashFlow|1|1|0|0B05E0AC-3534-F111-9F24-6045BDC8B916
CONT|Contact|1|1|0|0D05E0AC-3534-F111-9F24-6045BDC8B916
CUST|Customer|1|1|0|7D05E0AC-3534-F111-9F24-6045BDC8B916
D-INV|Draft Invoice|1|1|0|0F05E0AC-3534-F111-9F24-6045BDC8B916
D-INV+|Posted Invoice|1|1|0|1105E0AC-3534-F111-9F24-6045BDC8B916
D-QUO|Estimate|1|1|0|1305E0AC-3534-F111-9F24-6045BDC8B916
ECSL|EC Sales List reports.|1|1|0|1505E0AC-3534-F111-9F24-6045BDC8B916
EMP|Employee|1|1|0|FC0DE0AC-3534-F111-9F24-6045BDC8B916
FA|Fixed Asset|1|1|0|D40DE0AC-3534-F111-9F24-6045BDC8B916
FA-INS|Insurance|1|1|0|D60DE0AC-3534-F111-9F24-6045BDC8B916
FA-INSJNLG|Insurance Journal|1|1|0|DC0DE0AC-3534-F111-9F24-6045BDC8B916
FA-JNL|Fixed Asset Journal|1|1|0|DE0DE0AC-3534-F111-9F24-6045BDC8B916
FAJNL-GL|Fixed Asset G/L Journal|1|1|0|D80DE0AC-3534-F111-9F24-6045BDC8B916
FAJNL-GLR|Recurring Fixed Asset G/L Jnl|1|1|0|DA0DE0AC-3534-F111-9F24-6045BDC8B916
GJNL-GEN|General Journal|1|1|0|1705E0AC-3534-F111-9F24-6045BDC8B916
GJNL-PMT|Payment Journal|1|1|0|1905E0AC-3534-F111-9F24-6045BDC8B916
GJNL-RCPT|Cash Receipts Journal|1|1|0|1B05E0AC-3534-F111-9F24-6045BDC8B916
IC_GJNL|InterCompany Gen. Jnl|1|1|0|1D05E0AC-3534-F111-9F24-6045BDC8B916
IJNL-GEN|Item Journal|1|1|0|2105E0AC-3534-F111-9F24-6045BDC8B916
I-MOVE|Inventory Movement|1|0|0|870DE0AC-3534-F111-9F24-6045BDC8B916
I-MOVE+|Registered Inventory Movement|1|0|0|890DE0AC-3534-F111-9F24-6045BDC8B916
I-PICK|Inventory Pick|1|0|0|7F0DE0AC-3534-F111-9F24-6045BDC8B916
I-PICK+|Posted Inventory Pick|1|0|0|810DE0AC-3534-F111-9F24-6045BDC8B916
I-PUT|Inventory Put-Away|1|0|0|830DE0AC-3534-F111-9F24-6045BDC8B916
I-PUT+|Posted Invt. Put-Away|1|0|0|850DE0AC-3534-F111-9F24-6045BDC8B916
I-RCPT|Inventory Receipt|1|1|0|2305E0AC-3534-F111-9F24-6045BDC8B916
I-RCPT+|Posted Inventory Receipt|1|1|0|2505E0AC-3534-F111-9F24-6045BDC8B916
I-SHPT|Inventory Shipment|1|1|0|2705E0AC-3534-F111-9F24-6045BDC8B916
I-SHPT+|Posted Inventory Shipment|1|1|0|2905E0AC-3534-F111-9F24-6045BDC8B916
ITEM|Items|1|1|0|1F05E0AC-3534-F111-9F24-6045BDC8B916
J-PL|Job Price List|1|1|0|2B05E0AC-3534-F111-9F24-6045BDC8B916
LOT|Lot Numbering|1|1|0|2D05E0AC-3534-F111-9F24-6045BDC8B916
MACHCTR|Machine Centers|1|1|0|520DE0AC-3534-F111-9F24-6045BDC8B916
M-FIRMP|Firm Planned orders|1|0|0|5A0DE0AC-3534-F111-9F24-6045BDC8B916
M-PLAN|Planned orders|1|0|0|580DE0AC-3534-F111-9F24-6045BDC8B916
M-REL|Released orders|1|0|0|5C0DE0AC-3534-F111-9F24-6045BDC8B916
M-SIM|Simulated orders|1|0|0|560DE0AC-3534-F111-9F24-6045BDC8B916
NS-ITEM|Catalog Items|1|1|0|2F05E0AC-3534-F111-9F24-6045BDC8B916
OPP|Opportunity|1|1|0|3105E0AC-3534-F111-9F24-6045BDC8B916
O-PROM|Order Promising|1|1|0|3305E0AC-3534-F111-9F24-6045BDC8B916
